protein_group	protein_names	genes	description	Con1	Con2	Con3	Con4	Con5	Con6	Con7	Con8	Con9	Con10	Con11	Con12	Con13	Con14	Con15	KP1	KP2	KP3	KP4	KP5	KP6	KP7	KP8	KP9	KP10	KP11	KP12	KP13	KP14	KP15	CRKP1	CRKP2	CRKP3	CRKP4	CRKP5	CRKP6	CRKP7	CRKP8	CRKP9	CRKP10	CRKP11	CRKP12	CRKP13	CRKP14	CRKP15	QC_pool1	QC_pool2	QC_pool3
P09493	TPM1_HUMAN	TPM1	Tropomyosin alpha-1 chain	18314.6	14633.0	5258.35	16404.1	41952.1	18808.6	7025.84	14655.8	7553.79	15064.1	5121.99	7121.61	14172.6	9017.58	13131.9	9031.3	8766.43	10868.8	32209.6	12991.1		8170.89	7246.0	12865.7	7945.58	25891.4	7687.95	7336.14	10849.8	30140.6	59832.6	945.286	16002.8	27244.2	25904.1	28390.5	24092.7	5772.23	25730.5	33441.2	6630.36	20229.3		35280.0	28823.0	20490.1	16863.8	21082.8
P09601	HMOX1_HUMAN	HMOX1	Heme oxygenase 1				1526.26								6523.99							2050.25	12985.4	5588.97						7389.27							10361.0		6287.14			5372.77							3618.82		
P09603	CSF1_HUMAN	CSF1	Macrophage colony-stimulating factor 1	63551.6	55090.6	30107.4	67912.5	309574.0	26854.1	44149.6	27356.3	36770.6	32698.2	41268.5	70687.8	23802.7	36890.4	44927.7	29020.1	27535.1	22412.3	63012.7	64623.4	29434.0	35621.2	149941.0	32786.5	51508.1	147865.0	116468.0	29263.2	54912.2	72537.7	302923.0	43544.3	46075.4	116568.0	52614.6	62448.7	45871.3	66425.7	48600.2	69655.7	76047.0	66041.0	48341.0	77226.2	72691.0	93866.4	86826.4	93508.1
P09619	PGFRB_HUMAN	PDGFRB	Platelet-derived growth factor receptor beta	8058.04	9522.31	17376.7	6970.73	36889.0	11809.2	19514.0	5670.99	15945.7	13924.2	9860.5	15268.1	21003.3	5368.29			12331.2	13704.7	18565.1	18064.3	17390.8	15083.3	12285.8	8423.17	17607.1	14154.3	28308.7		11201.7	18083.8	14358.3	13863.2	15669.8	22254.4	12720.9	10910.0	13002.5	11642.9	17628.7	14578.1	12676.9	4960.27	9282.86	12530.2	11204.7	10986.4	13929.6	11105.8
P09651;Q32P51	RA1L2_HUMAN;ROA1_HUMAN	HNRNPA1;HNRNPA1L2	Heterogeneous nuclear ribonucleoprotein A1	9868.91	13903.1	13225.9	13672.8	10229.1	10077.2	11314.2	10115.8	11728.8	4954.45	10418.4			3417.51	3677.87			3612.93	7784.09					8614.59	5704.26	4301.25	5832.02			9599.93	13711.3		6084.26	37401.1	2950.66		9050.63	6267.19	11099.5		6403.06	5633.05	3225.33	5125.31	4545.95	5235.98	7150.51	8100.31
P09668	CATH_HUMAN	CTSH	Pro-cathepsin H	16683.5	13959.0		18685.6	11532.4	27657.8	18558.7	20656.8	12672.1		19761.9	15079.6		53480.2	26999.1		30023.7	19180.6	16502.6	7513.84		29652.8	20728.9	20474.3	22523.8	15498.4	24782.1	22014.8		25585.6		12770.9	17158.3	25583.2	21899.8	23195.1	20717.1	12871.9	18295.5	14287.8	9315.09	35990.6	12193.0	36042.8	45454.3	18502.2	15564.1	25903.2
P09871	C1S_HUMAN	C1S	Complement C1s subcomponent	3711310.0	4056570.0	3431770.0	3756200.0	3385010.0	4086780.0	3634180.0	2340480.0	3223970.0	2891380.0	3254050.0	3554740.0	3062240.0	2875340.0	3059120.0	2681920.0	4068100.0	4516180.0	3094060.0	5047290.0	4020240.0	2996070.0	4062810.0	3006060.0	3181980.0	4530350.0	6366340.0	2272280.0	4052870.0	3869080.0	4150560.0	4254810.0	3709540.0	4447210.0	4028830.0	4127880.0	3371930.0	5089750.0	3392960.0	3477460.0	4684610.0	3758510.0	4484270.0	3520890.0	3251730.0	3350020.0	3360340.0	3399760.0
P09919	CSF3_HUMAN	CSF3	Granulocyte colony-stimulating factor																								32459.2								10644.4											12201.1					
P09960	LKHA4_HUMAN	LTA4H	Leukotriene A-4 hydrolase	44879.0	46749.9	32410.6	43783.4	38691.6	44999.6	76465.3	31726.8	35300.5	48180.2	86147.4	69503.4	43126.0	67666.0	32437.4	22848.6	25162.2	28953.4	52221.9	62615.7	35706.9	50817.4	43807.4	22685.1	40659.9	90425.7	118174.0	38418.2	53692.6	77474.5	53850.4	29110.9	49962.0	171207.0	41892.9	44230.9	53932.9	88783.1	96673.8	60710.6	94245.2	37452.6	24252.2	47804.8	45146.4	55588.6	54383.7	59936.2
P0C0L4	CO4A_HUMAN	C4A	Complement C4-A	8532990.0	9338990.0	11133200.0	8842300.0	8899130.0	9098560.0	10164000.0	9970500.0	10335200.0	14211300.0	8087290.0	9131030.0	12007700.0	11201600.0	9993150.0	11931100.0	9008940.0	9202750.0	9895890.0	7836940.0	7689260.0	10181100.0	6766290.0	10336000.0	8904080.0	12118500.0	9296310.0	10661800.0	8811490.0	9234800.0	7276200.0	8671080.0	5371700.0	10327100.0	8144810.0	8058720.0	9861100.0	10314200.0	7614180.0	8323400.0	9626700.0	10282200.0	9261520.0	9859400.0	9364600.0	7231850.0	7130330.0	7158180.0
P0C0L5	CO4B_HUMAN	C4B	Complement C4-B	1672070.0	1715630.0	2332790.0	2046510.0	1602800.0	1834530.0	2300280.0	2204050.0	1692990.0	3703620.0	2081590.0	2219060.0	2374570.0	2379540.0	1882580.0	2822030.0	1800370.0	1824760.0	2741670.0	1949900.0	2840770.0	2804830.0	1967710.0	2488570.0	1751100.0	2972250.0	1802460.0	2573160.0	2243590.0	1962750.0	1659940.0	1685070.0	1540670.0	2210840.0	1708120.0	1794100.0	1871550.0	2002510.0	1519970.0	2224820.0	1952400.0	1885940.0	1341380.0	1790700.0	1732060.0	1652670.0	1757650.0	1643070.0
P0C0S5;Q71UI9;P0C0S8;P20671;Q16777;Q6FI13;Q96KK5;Q99878;Q9BTM1;P04908;P16104;Q7L7L0;Q93077;Q96QV6	H2A1A_HUMAN;H2A1B_HUMAN;H2A1C_HUMAN;H2A1D_HUMAN;H2A1H_HUMAN;H2A1J_HUMAN;H2A1_HUMAN;H2A2A_HUMAN;H2A2C_HUMAN;H2A3_HUMAN;H2AJ_HUMAN;H2AV_HUMAN;H2AX_HUMAN;H2AZ_HUMAN	H2AC1;H2AC11;H2AC12;H2AC14;H2AC18;H2AC20;H2AC25;H2AC4;H2AC6;H2AC7;H2AJ;H2AX;H2AZ1;H2AZ2	Histone H2A type 1-B/E	414707.0	345753.0	135321.0	388566.0	220063.0	201010.0	83757.6	105140.0	182075.0	1300850.0	200878.0	54216.8	206780.0	193670.0	76870.7	85609.5	55592.8	57171.9	411993.0	104258.0	54776.7	71334.5	51371.4	210244.0	288329.0	189616.0	153504.0	80721.3	52219.9	442628.0	1341840.0	34902.6	75162.5	2383840.0	115854.0	110129.0	123167.0	283470.0	673326.0	316286.0	265903.0	125622.0	40519.7	105056.0	136547.0	367018.0	392169.0	348652.0
P0CG47;P0CG48;P62979;P62987	RL40_HUMAN;RS27A_HUMAN;UBB_HUMAN;UBC_HUMAN	RPS27A;UBA52;UBB;UBC	Polyubiquitin-B	125258.0	90397.1	68938.7	78854.6	74093.8	77851.7	71803.8	91694.1	65640.0	69721.4	107787.0	58889.7	58843.8	80637.7	48395.6	64130.8	56041.8	48647.6	82286.2	48799.8	34086.0	54821.3	34854.5	50246.4	84465.0	34760.6	48514.1	42995.8	26005.8	44552.0	70621.0	37095.4	60999.9	107833.0	38050.6	42279.9	66541.0	37795.5	48825.8	37955.5	52403.8	48940.3	37543.1	60438.3	64789.2	59063.4	54307.8	65303.0
